Customer Id,Cost
fffe3400310033003300,216.45539499663892
fffe3600350035003400,303.97118727223307
fffe3700360030003500,228.35419885898563
fffe350038003600,188.82296721342578
fffe3500390032003500,299.3809236285463
fffe3900360034003300,277.671404848451
fffe3200380034003700,535.9191628518104
fffe3900370035003200,1143.6290852890934
fffe3100380039003200,634.1760151030112
fffe3300330036003800,167.59615750055877
fffe3600370030003400,886.7965232370381
fffe3500380034003200,226.52699756621433
fffe370035003600,154.50017513373746
fffe3100340039003800,444.33749340518193
fffe340030003700,36297.02544107779
fffe330038003700,256.08577614822536
fffe3500300032003000,1550.2673333676832
fffe390038003700,272.1318947384731
fffe3600390033003600,390.57600969643744
fffe3300380036003100,1311.809325814464
fffe3200330032003100,143.22662986104086
fffe3900300037003900,2797.4764589861193
fffe3100350030003700,189.00369114421173
fffe3700360035003100,6320.195578211967
fffe350034003100,260.73956232183303
fffe3400380039003700,254.72971515198833
fffe3900320031003800,1382.4737599349892
fffe3300360034003600,770.4428430693595
fffe3500370037003500,205.26551326296197
fffe34003500,352.3049888594427
fffe3800370030003500,273.704041312402
fffe3300340035003800,255.83972504374077
fffe3700380033003100,174.5867699353299
fffe3200370034003600,166.98173462256906
fffe3200370033003500,12507.751296603778
fffe3100380039003700,188.6382366009276
fffe3100310035003300,40168.26939643814
fffe3100320031003700,255.6746999256265
fffe3700390034003600,237.70993378561235
fffe3200380033003000,191.69177566540532
fffe3500320034003800,1340.2904285392935
fffe3900390034003300,337.85138685925796
fffe3900350033003200,399.1832345826628
fffe3300350033003900,555.4173447478402
fffe3600330030003800,607.1887261527216
fffe3600310032003000,164.2718207781227
fffe3700340036003800,297.5766930858613
fffe3800320037003500,213.83443501196797
fffe3200330037003000,171.98352959774763
fffe3100320035003500,154.497593689868
fffe3300370033003000,280.79813582566743
fffe3900360030003300,277.1040099144292
fffe3400340034003000,298.95734943721277
fffe3800300035003300,6454.807770204302
fffe3700340035003900,1337.9414215412423
fffe3600340034003900,140.00154972726259
fffe310030003500,229.40070998456176
fffe3700310035003200,326.1208350047183
fffe3100330033003900,253.53975871339304
fffe3800330030003700,152.47805455093632
fffe3900370033003100,168.9554675601574
fffe3500330036003400,125466.01438825716
fffe3700350036003200,3167.5800139808375
fffe3500390037003700,131.97130197490216
fffe3200340034003300,6240.356771541513
fffe3300350032003200,340.5508422864703
fffe360034003500,181.52293743957742
fffe3900390030003600,1264.3827779195994
fffe3400350034003000,9655.73548093258
fffe3600360036003300,263.4171589908281
fffe3800350030003100,701.9151459447343
fffe3400300030003000,319.34511244893196
fffe3200390037003600,549.3074710027738
fffe3600350039003500,9683.87476049372
fffe3300350038003600,420.75720125153504
fffe3600350037003900,201.52726540766741
fffe3200360035003900,336.80371997048627
fffe3300360039003100,7268.11691448599
fffe3400370030003300,2825.582112372782
fffe3400300031003600,463.35766872355555
fffe3900340034003000,332.5754422030684
fffe3700350038003900,503.04639071142617
fffe3300330032003800,298.0970852069546
fffe370039003600,294.7897777916886
fffe3400340036003300,234.51083052232866
fffe3900360034003400,237.2445264266761
fffe3900380037003700,2259.015493925108
fffe3600360039003700,444.19174525348376
fffe3600340031003600,316.4760705409483
fffe3500370035003900,165.6452533108818
fffe3700330037003400,3217.783215285335
fffe320037003400,736.7581240424481
fffe3500310034003800,630.9994534700587
fffe3700390039003200,3909.1047491277263
fffe3900390038003600,434.00653098935516
fffe3700380033003500,174.58312976705508
fffe3700320036003800,4488.434759926556
fffe3300360034003100,22213.58676737452
